policy,seed,batch_label,driver_id,route_idx,successful_riders,attempted_riders,realized_revenue,actual_profit,selected_score,mean_wait_min,mean_walk_min,mean_observability,open_requests_before,attempted_rider_ids,successful_rider_ids,domain,scenario_name,time_slice,hour_start,hour_end,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_profile,observability_ablation,use_urban_context,walk_penalty_per_min
feasible_count_baseline,43,2015-04-13T08:13:00,10,0,1,2,8.25,1.2236885928392995,4.0,2.2333333333333334,4.171267168451733,0.7111651683876223,110,54119;5670,5670,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-13T08:41:00,0,0,2,2,9.75,4.210241465445462,2.0,3.1916666666666664,4.464345108849702,0.5571250178988525,92,1446;15060,1446;15060,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-13T09:28:00,9,0,0,0,0.0,-5.758784346378019,0.0,0.0,0.0,0.0,106,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-14T08:17:00,52,0,0,1,0.0,-11.84021648626145,1.0,0.0,2.7095757164778522,0.8456088270740879,112,39016,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-14T08:46:00,51,0,0,0,0.0,-13.330974188176521,0.0,0.0,0.0,0.0,113,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-15T07:47:00,25,1,2,3,8.5,-3.970482930890924,6.0,2.9916666666666667,4.0831630112773185,0.4656960820630725,109,32456;5669;59327,5669;59327,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-15T07:48:00,41,0,1,1,11.75,4.152581182348043,4.0,2.566666666666667,4.1424247891987145,0.6813458378292452,103,78685,78685,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-15T08:00:00,2,0,1,1,4.0,-1.170774354704414,1.0,0.45,4.213927573703542,0.5522411217505256,104,86413,86413,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-15T09:30:00,30,0,1,1,3.5,-4.568068276436303,2.0,3.7333333333333334,4.339094471901712,0.7341825803433821,107,45507,45507,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-16T08:35:00,1,0,0,0,0.0,-11.782556203164031,0.0,0.0,0.0,0.0,114,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
