driver_id,seed,time_slice,hour_start,hour_end,route_idx,candidate_count,time_eligible_candidate_count,feasible_opportunity_count,observable_opportunity_count,nominal_route_value,observable_route_value,walk_route_value,route_distance_miles,observability_profile,observability_ablation,use_urban_context
89,43,evening_peak,16,19,0,1,1,0,0,-12.459492089925064,-12.459492089925064,-12.459492089925064,18.596256850634422,calibrated,full,True
89,43,evening_peak,16,19,1,1,1,0,0,-9.359034138218153,-9.359034138218153,-9.359034138218153,13.968707668982317,calibrated,full,True
90,42,evening_peak,16,19,0,6,6,0,0,-12.137843463780184,-12.137843463780184,-12.137843463780184,18.11618427429878,calibrated,full,True
90,42,evening_peak,16,19,1,24,24,5,2,2.888009991673604,-0.31945916607883795,0.13296207663537807,19.943268669143873,calibrated,full,True
90,43,evening_peak,16,19,0,6,6,0,0,-12.137843463780184,-12.137843463780184,-12.137843463780184,18.11618427429878,calibrated,full,True
90,43,evening_peak,16,19,1,24,24,5,2,2.888009991673604,-0.31945916607883795,0.13296207663537807,19.943268669143873,calibrated,full,True
91,42,evening_peak,16,19,0,26,26,3,0,0.410199833472106,-2.540018599791175,-2.9201917237255,18.044477860489394,calibrated,full,True
91,43,evening_peak,16,19,0,26,26,3,0,0.410199833472106,-2.540018599791175,-2.9201917237255,18.044477860489394,calibrated,full,True
92,42,evening_peak,16,19,0,29,29,24,4,15.566652789342214,11.689895000724281,11.88154970405914,8.109473448742962,calibrated,full,True
92,43,evening_peak,16,19,0,29,29,24,4,15.566652789342214,11.689895000724281,11.88154970405914,8.109473448742962,calibrated,full,True
93,42,evening_peak,16,19,0,28,28,30,9,41.49113238967527,33.244424652394706,35.31776929735042,8.595324791529446,calibrated,full,True
93,43,evening_peak,16,19,0,28,28,30,9,41.49113238967527,33.244424652394706,35.31776929735042,8.595324791529446,calibrated,full,True
94,42,evening_peak,16,19,0,29,29,15,4,22.72497918401332,15.814267195333017,17.906735302634587,17.947792262666685,calibrated,full,True
94,43,evening_peak,16,19,0,29,29,15,4,22.72497918401332,15.814267195333017,17.906735302634587,17.947792262666685,calibrated,full,True
